X,created_at,full_text,likes_count,mentioning_users.0,mentioning_users.1,mentioning_users.2,mentioning_users.3,mentioning_users.4,mentioning_users.5,mentioning_users.6,mentioning_users.7,mentioning_users.8,mentioning_users.9,mentioning_users.10,mentioning_users.11,mentioning_users.12,mentioning_users.13,mentioning_users.14,mentioning_users.15,played_count,quotes_count,replies_count,replying_to.0,replying_to.1,replying_to.2,replying_to.3,replying_to.4,replying_to.5,replying_to.6,replying_to.7,replying_to.8,replying_to.9,replying_to.10,replying_to.11,replying_to.12,replying_to.13,replying_to.14,replying_to.15,replying_to.16,replying_to.17,replying_to.18,replying_to.19,replying_to.20,replying_to.21,replying_to.22,replying_to.23,replying_to.24,replying_to.25,replying_to.26,replying_to.27,replying_to.28,replying_to.29,replying_to.30,replying_to.31,replying_to.32,replying_to.33,replying_to.34,replying_to.35,replying_to.36,replying_to.37,replying_to.38,replying_to.39,replying_to.40,replying_to.41,replying_to.42,replying_to.43,replying_to.44,replying_to.45,replying_to.46,replying_to.47,retweeted_by,retweets_count,tweet_hashtags.0,tweet_hashtags.1,tweet_hashtags.2,tweet_hashtags.3,tweet_hashtags.4,tweet_hashtags.5,tweet_hashtags.6,tweet_hashtags.7,tweet_hashtags.8,tweet_hashtags.9,tweet_hashtags.10,tweet_hashtags.11,tweet_hashtags.12,tweet_hashtags.13,tweet_hashtags.14,tweet_hashtags.15,tweet_hashtags.16,tweet_hashtags.17,tweet_hashtags.18,tweet_hashtags.19,tweet_hashtags.20,tweet_hashtags.21,tweet_hashtags.22,tweet_hashtags.23,tweet_id,tweet_links.0,tweet_links.1,tweet_links.2,tweet_links.3,url,user_is_verified,user_name,language,engagement,sentiment_scores,positive,neutral,negative,compound,sentiment_label
2084,Sat Jul 01 23:08:00 +00:00 2023,un apex body jacob nordangrduns roadmap upgrading un new policy brief conquer cyberspace international financial system outer spacetinyurlcomwazue,0,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#UN,#NWO,#Agenda2030,#CommonAgenda,#control,#freedom,#WEF,#emergency,#CBDC,,,,,,,,,,,,,,,,1.6752801188461975e+18,https://tinyurl.com/22wazue3,,,,https://twitter.com/DarkSideOfSynth/status/1675280118846197760,False,f907011a,en,1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2085,Thu Jun 29 23:15:00 +00:00 2023,accelerate hurry year away king charles started countdown clock weekbrace impact,0,,,,,,,,,,,,,,,,,0,0,0,08bd4ddb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1.6745571813775196e+18,,,,,https://twitter.com/nanster211/status/1674557181377519616,False,5feb0847,en,0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2089,Sat Jun 17 23:14:00 +00:00 2023,inching alarming space every time step,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#globalist,#Agenda2030,#Democrat,#WhiteHouse,#USA,#Trump2024NowMorethanEver,#Trump2024,#Trump,#freeworld,#MakeAmericaGreatAgain,,,,,,,,,,,,,,,1.6702084469672998e+18,,,,,https://twitter.com/Alexanva/status/1670208446967300096,False,4c695037,en,0,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.128}",0.0,0.769,0.231,-0.128,Negative
2090,Mon Jul 03 22:50:00 +00:00 2023,work way planned year know hep v damaged person,2,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#CovidIsNotOver,#vaccineinjuries,#vaccinedeaths,#vaccines,#longcovid,#NWO,#NWOAgenda2030,#Agenda2030,#vaccine,#vaccineswork,#lockdowns,#COVID19,#COVID?19,#diedsuddenly,,,,,,,,,,,1.6760005042523832e+18,,,,,https://twitter.com/t21465168/status/1676000504252383232,False,c6068d76,en,3,"{'neg': 0.293, 'neu': 0.707, 'pos': 0.0, 'compound': -0.4404}",0.0,0.707,0.293,-0.4404,Negative
2094,Mon Jul 17 23:07:00 +00:00 2023,trop fort,1,8b415771,5f4287a3,fc68a1bb,42c49950,5cfdab38,ea1bc5d3,e9398fc7,814de445,811ef5fd,b5197114,4435dca9,69ca6927,1fee1200,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#BravODD,#TousConcernÈs,#TousMobilisÈs,#Agenda2030,#ODD,#ObjectifsMondiaux,#NeLaisserPersonneDeCÙtÈ,,,,,,,,,,,,,,,,,,1.6810781931034662e+18,,,,,https://twitter.com/DeDe_clown_ODD/status/1681078193103466496,False,8fee0823,en,1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2097,Tue Jul 25 22:29:00 +00:00 2023,criminal behind behind agenda pointing towards people need wake fast part agenda shortly airline join,1,,,,,,,,,,,,,,,,,0,0,0,8c5e7e43,45a9392d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#covid,#plandemic,#netzeroscam.,#Agenda2030.,#ULEZ,#LowTrafficNeighbourhood.,#carbontax.,,,,,,,,,,,,,,,,,,1.6839676979214868e+18,,,,,https://twitter.com/qooldad1978/status/1683967697921486849,False,215179c9,en,1,"{'neg': 0.183, 'neu': 0.699, 'pos': 0.118, 'compound': -0.296}",0.118,0.699,0.183,-0.296,Negative
2099,Tue Jul 11 22:54:00 +00:00 2023,sick taxed death,0,,,,,,,,,,,,,,,,,0,29,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1.6789004768999055e+18,,,,,https://twitter.com/Savage16May/status/1678900476899905537,True,8c4fafcc,en,890,"{'neg': 0.878, 'neu': 0.122, 'pos': 0.0, 'compound': -0.802}",0.0,0.122,0.878,-0.802,Negative
2100,Mon May 22 23:07:00 +00:00 2023,cashless society look like needtoknownewswhat,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#cashless,#NWO,#agenda21,#agenda2030,#markofthebeast,,,,,,,,,,,,,,,,,,,,1.6607844597619876e+18,https://needtoknow.news/2023/03/what-will-a-cashless-society-look-like/,,,,https://twitter.com/UnafraidFringe/status/1660784459761987584,False,f669e201,en,0,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.385,0.615,0.0,0.3612,Positive
2114,Sat Jul 15 23:06:00 +00:00 2023,murdered whats going world right nowhis final production predicts happening today morerumblecomvllonebyon,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#RikMayall,#exposing,#film,#VaccineGenocide,#DepopulationAgenda,#Control,#survaillence,#Agenda2030,#wakeup,#svpol,,,,,,,,,,,,,,,1.6803530993769144e+18,https://rumble.com/v27l19l-one-by-one-rik-mayall-nwo-exposed-2014.html,,,,https://twitter.com/LizGuldvinge/status/1680353099376914432,False,2df986ca,en,0,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.6597}",0.0,0.714,0.286,-0.6597,Negative
2115,Wed May 10 23:53:00 +00:00 2023,,0,,,,,,,,,,,,,,,,,0,0,0,3b20ffcc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DemocratsAreDestroyingAmerica,#BidenCrimeFamilyExposed,#BidenBorderInvasion,#BidenBorderCrisis,#BidenCorruption,#DemocratsHateAmerica,#GreatReset,#ReplacementTheory,#Agenda2030,#LiberalismIsAMentalDisorder,,,,,,,,,,,,,,,1.6564474686059684e+18,,,,,https://twitter.com/BCHOMEHUNTER/status/1656447468605968386,False,5aa91e43,en,0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2116,Thu Jul 13 23:02:00 +00:00 2023,happy national pple special thought friend france also timeso invite france around join let pipedvideoidmbdjvg,2,6c88bf73,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,#BastilleDay,#French,#BastilleDay2023,#HLPF2023,#Agenda2030,#Revolution!,#FlipTheSript,#LeaveNoOneBehind!,,,,,,,,,,,,,,,,,1.6796273576597504e+18,https://piped.video/iDM03BDJv4g,,,,https://twitter.com/ATD_Europe/status/1679627357659750400,False,46d7bb4b,en,7,"{'neg': 0.0, 'neu': 0.427, 'pos': 0.573, 'compound': 0.9081}",0.573,0.427,0.0,0.9081,Positive
2117,Sun Jul 09 23:03:00 +00:00 2023,abundance cheap energy go,0,,,,,,,,,,,,,,,,,0,0,0,7db8010b,340e4330,f87f6885,62781370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1.678178000418873e+18,,,,,https://twitter.com/justsay94731715/status/1678178000418873345,False,8efe2ccb,en,0,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.2732}",0.412,0.588,0.0,0.2732,Positive
2119,Wed Aug 02 22:45:00 +00:00 2023,,2,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#psychopaths,#sociopaths,#Agenda2030,#TheGreatReset,,,,,,,,,,,,,,,,,,,,,1.686870799335162e+18,,,,,https://twitter.com/NAVIQ111811/status/1686870799335161857,True,26150827,en,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2120,Tue Jul 25 22:25:00 +00:00 2023,people destroying planet one want c emission reduced lead dead planet genocide another name government lying behind await,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#GreenNewDeal,#Agenda2030,#scientists,#MSM,#Greens,#Nuremberg2,,,,,,,,,,,,,,,,,,,1.683966608388006e+18,,,,,https://twitter.com/Realist333333/status/1683966608388005888,False,48d9d23b,en,0,"{'neg': 0.435, 'neu': 0.462, 'pos': 0.104, 'compound': -0.891}",0.104,0.462,0.435,-0.891,Negative
2123,Sun Aug 20 22:52:00 +00:00 2023,easy ignore fact pretend one eminent climatologist world isnt saying he saying reference journalist turned youtube debunker peter hadfield superior authority critique junk science isnt,1,,,,,,,,,,,,,,,,,0,0,1,a22e00b5,c35ef353,000bc237,f589330d,c462bf55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#ClimateScam,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,1.6933956809315085e+18,,,,,https://twitter.com/_Agenda2030/status/1693395680931508317,False,67560607,en,2,"{'neg': 0.123, 'neu': 0.633, 'pos': 0.244, 'compound': 0.5859}",0.244,0.633,0.123,0.5859,Positive
2127,Mon May 22 23:02:00 +00:00 2023,another oldie feed discussing tonight regard story life written star entangled,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Agenda2030,#NWO,#ThereIsNothingNewUnderTheSun,#Lexicographers,#DictionaryEdits,#InvertedHistory,,,,,,,,,,,,,,,,,,,1.660783323814273e+18,,,,,https://twitter.com/DiagolonMonkey/status/1660783323814273026,False,7b3f480a,en,1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2128,Fri Jul 07 23:16:00 +00:00 2023,long keep hail satan whiteboard hang pride flag globalist overlord new world order pleased,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1.6774567098481132e+18,,,,,https://twitter.com/ccatherineharv1/status/1677456709848113153,False,80d80447,en,1,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6808}",0.375,0.625,0.0,0.6808,Positive
2129,Fri Jun 23 22:50:00 +00:00 2023,story asked team etc pointless covid mask testing mandate massively increased worldwide plastic pollution one assume big government shilling organization,2,238f62c8,3c118db2,,,,,,,,,,,,,,,0,1,0,e2b34b0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#ClimateScam,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,1.6723766856378245e+18,,,,,https://twitter.com/TruthMasterGen/status/1672376685637824514,False,6f8c370d,en,5,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.2732}",0.1,0.9,0.0,0.2732,Positive
2130,Fri Aug 04 22:46:00 +00:00 2023,time wake world need saving,4,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#VaccineInjuries,#VaccineGenocide,#Agenda2030,#NewWorldOrder,#DigitalID,#KlausSchwab,#BillGates,#WorldEconomicForum,,,,,,,,,,,,,,,,,1.687595884459053e+18,,,,,https://twitter.com/wokeworldorder_/status/1687595884459053057,True,8b6781b9,en,5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2135,Mon May 08 23:51:00 +00:00 2023,gary lineker moron drkwbcomgarylinekeris,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#NewWorldOrder,#WEF,#DiedSuddenly,#GreatReset,#Agenda2030,#nwo,#15minutecities,#DigitalID,#climatescam,#SocialCreditSystem,#cbdc,#PureBlood,#chemtrails,#billgates,#klausschwab,#matrix,#nwo,#depopulation,,,,,,,1.655722033085309e+18,https://d4rkw3b.com/gary-lineker-is-a-moron/?feed_id=1162&_unique_id=64598aed0f7f6,,,,https://twitter.com/join_d4rkw3b/status/1655722033085308933,False,317c7db0,en,1,"{'neg': 0.516, 'neu': 0.484, 'pos': 0.0, 'compound': -0.4939}",0.0,0.484,0.516,-0.4939,Negative
2137,Wed Aug 02 22:44:00 +00:00 2023,lady gentleman beloved government official leader celebrity please see list keyword meaning attached video,0,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#pizzagate,#Agenda2030,#WorldReset,#Paedophile,#CrimeAgainstChildren,,,,,,,,,,,,,,,,,,,,1.686870718267482e+18,,,,,https://twitter.com/MehnazJH1/status/1686870718267482112,False,5a497302,en,1,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6808}",0.318,0.682,0.0,0.6808,Positive
2138,Tue Jul 11 22:46:00 +00:00 2023,live streaming gioved luglio alle ore chat vocale al link tmedrqxizbgrynthh come il sistema sta manipolando bambino anche funzione di separarli dalla famiglia fck,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#V_V,#Agenda2030,#humanrights,#CrimesAgainstHumanity,#truth,,,,,,,,,,,,,,,,,,,,1.6788987080903516e+18,https://t.me/+dRQxi4zbGrY5NThh,,,,https://twitter.com/LollyLollyP2000/status/1678898708090351617,False,2586f3d5,en,0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2139,Fri Jul 21 22:24:00 +00:00 2023,absolutely terrifying prepare revolt absolutely disgusting,1,,,,,,,,,,,,,,,,,0,0,0,f9875b17,1d7cbb0c,3b1ee8a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Agenda2030,#TrudeauMustGo,#ClimateScam,,,,,,,,,,,,,,,,,,,,,,1.6825169590350277e+18,,,,,https://twitter.com/bobby_biff/status/1682516959035027456,True,50cfe6ca,en,1,"{'neg': 0.658, 'neu': 0.342, 'pos': 0.0, 'compound': -0.8265}",0.0,0.342,0.658,-0.8265,Negative
2142,Mon Jul 03 22:49:00 +00:00 2023,nanomaterials graphene inspired concept iobntnanotechnology tool allow engineering biological embedded computing devicesresearchgatenetpublication,1,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#Agenda2030,#WEF,#NWO,#IoBNT,#BioNTech,#Vaxx,#VaccineSideEffects,#Gates,#Fauci,#Nanonet,,,,,,,,,,,,,,,1.6760002000059187e+18,https://www.researchgate.net/publication/273780747_The_internet_of_Bio-Nano_things,,,,https://twitter.com/JasonRCravens/status/1676000200005918721,False,92e9df60,en,4,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.6249}",0.338,0.662,0.0,0.6249,Positive
2143,Tue May 02 23:58:00 +00:00 2023,breaking king charles globalists meeting september plot accelerate goal un agenda complete digitization humanity find patriotnewscomk,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Globalists,#Agenda2030,#Digitization,#NewWorldOrder,,,,,,,,,,,,,,,,,,,,,1.653549593227919e+18,https://patriot911news.com/2023/05/king-charles-and-the-globalists-set-meeting-for-september-to-plot-how-to-accelerate-goals-of-u-n-agenda-2030-and-the-complete-digitization-of-humanity/,,,,https://twitter.com/Patriot911News/status/1653549593227919360,True,f6fd7874,en,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
